# BUSCO version is: 5.8.0 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
594at4891	Complete	h1tg000005l_path	733238	730504	-	1563.8	784	https://www.orthodb.org/v10?query=594at4891	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
630at4891	Complete	h1tg000011l_path	801525	796153	-	1747.6	1233	https://www.orthodb.org/v10?query=630at4891	Sec7, C-terminal
631at4891	Complete	h1tg000008l_path	99547	95562	-	1681.6	931	https://www.orthodb.org/v10?query=631at4891	P-type ATPase
652at4891	Complete	h1tg000017l_path	310661	314713	+	684.4	744	https://www.orthodb.org/v10?query=652at4891	Anaphase-promoting complex (APC), subunit 1 (meiotic check point regulator/Tsg24)
662at4891	Complete	h1tg000014l_path	47398	41435	-	604.4	911	https://www.orthodb.org/v10?query=662at4891	Armadillo-type fold
665at4891	Complete	h1tg000011l_path	198007	194502	-	1486.5	945	https://www.orthodb.org/v10?query=665at4891	Coatomer subunit alpha
676at4891	Complete	h1tg000001l_path	91142	93975	+	1391.1	778	https://www.orthodb.org/v10?query=676at4891	P-type ATPase
692at4891	Complete	h1tg000016l_path	730927	725767	-	1398.7	1220	https://www.orthodb.org/v10?query=692at4891	nucleic acid-binding protein
693at4891	Duplicated	h1tg000010l_path	248879	245070	-	980.3	842	https://www.orthodb.org/v10?query=693at4891	MAP kinase kinase kinase
693at4891	Duplicated	h1tg000017l_path	683814	680650	-	959.7	726	https://www.orthodb.org/v10?query=693at4891	MAP kinase kinase kinase
695at4891	Complete	h1tg000014l_path	632796	629446	-	1655.7	889	https://www.orthodb.org/v10?query=695at4891	Carbamoyl-phosphate synthase arginine-specific large chain
707at4891	Complete	h1tg000013l_path	687654	682777	-	267.7	258	https://www.orthodb.org/v10?query=707at4891	Separin
721at4891	Complete	h1tg000012l_path	58836	62888	+	1180.4	804	https://www.orthodb.org/v10?query=721at4891	DNA-directed RNA polymerase
722at4891	Complete	h1tg000005l_path	502873	497932	-	954.5	948	https://www.orthodb.org/v10?query=722at4891	Acetyl-CoA synthetase-like protein
730at4891	Complete	h1tg000011l_path	276799	280089	+	1461.9	845	https://www.orthodb.org/v10?query=730at4891	DNA polymerase
746at4891	Complete	h1tg000004l_path	937633	940938	+	1340.7	742	https://www.orthodb.org/v10?query=746at4891	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
751at4891	Complete	h1tg000009l_path	84278	81063	-	1654.8	923	https://www.orthodb.org/v10?query=751at4891	Aminoacyl-tRNA synthetase, class Ia
811at4891	Complete	h1tg000005l_path	943840	940592	-	1200.7	753	https://www.orthodb.org/v10?query=811at4891	DNA polymerase gamma
845at4891	Complete	h1tg000004l_path	892904	888909	-	1323.4	995	https://www.orthodb.org/v10?query=845at4891	Elongator complex protein 1
863at4891	Complete	h1tg000003l_path	122681	125719	+	1628.7	851	https://www.orthodb.org/v10?query=863at4891	2-oxoglutarate dehydrogenase E1 component
869at4891	Fragmented	h1tg000006l_path	122885	125314	+	1358.1	678	https://www.orthodb.org/v10?query=869at4891	ABC transporter, conserved site
960at4891	Duplicated	h1tg000004l_path	637756	640887	+	1686.1	889	https://www.orthodb.org/v10?query=960at4891	Elongation factor 3
960at4891	Duplicated	h1tg000017l_path	606262	609393	+	1718.0	888	https://www.orthodb.org/v10?query=960at4891	Elongation factor 3
962at4891	Complete	h1tg000005l_path	949649	946776	-	1421.0	803	https://www.orthodb.org/v10?query=962at4891	Alanine--tRNA ligase
982at4891	Complete	h1tg000016l_path	637296	640049	+	1055.3	646	https://www.orthodb.org/v10?query=982at4891	Glycine cleavage system P protein
986at4891	Complete	h1tg000006l_path	404411	398815	-	1754.9	1234	https://www.orthodb.org/v10?query=986at4891	SNF2-related, N-terminal domain
1006at4891	Complete	h1tg000006l_path	545431	548927	+	1271.8	886	https://www.orthodb.org/v10?query=1006at4891	Niemann-Pick C1, N-terminal
1011at4891	Complete	h1tg000017l_path	457714	461892	+	1590.3	928	https://www.orthodb.org/v10?query=1011at4891	DNA topoisomerase 2
1037at4891	Complete	h1tg000017l_path	429960	433864	+	1157.4	780	https://www.orthodb.org/v10?query=1037at4891	DNA polymerase
1038at4891	Fragmented	h1tg000005l_path	558903	555237	-	487.4	517	https://www.orthodb.org/v10?query=1038at4891	Ubiquitin specific protease, conserved site
1088at4891	Complete	h1tg000011l_path	1039682	1042861	+	1193.5	824	https://www.orthodb.org/v10?query=1088at4891	P-loop containing nucleoside triphosphate hydrolase protein
1099at4891	Complete	h1tg000013l_path	210616	213863	+	1056.3	726	https://www.orthodb.org/v10?query=1099at4891	Alpha-mannosidase
1120at4891	Missing
1180at4891	Complete	h1tg000006l_path	530500	534184	+	1239.1	952	https://www.orthodb.org/v10?query=1180at4891	Uncharacterised domain NUC173
1186at4891	Complete	h1tg000017l_path	375196	378354	+	1634.6	863	https://www.orthodb.org/v10?query=1186at4891	RNA cytidine acetyltransferase
1220at4891	Complete	h1tg000011l_path	1029983	1025025	-	1508.8	1198	https://www.orthodb.org/v10?query=1220at4891	Serine/threonine-protein kinase
1221at4891	Complete	h1tg000013l_path	99883	102258	+	976.2	607	https://www.orthodb.org/v10?query=1221at4891	FACT complex subunit SPT16
1226at4891	Complete	h1tg000001l_path	382156	378828	-	1256.0	938	https://www.orthodb.org/v10?query=1226at4891	binding
1228at4891	Complete	h1tg000010l_path	182269	188469	+	875.5	982	https://www.orthodb.org/v10?query=1228at4891	WD40-repeat-containing domain
1240at4891	Complete	h1tg000011l_path	1349856	1345656	-	416.4	596	https://www.orthodb.org/v10?query=1240at4891	Mediator of RNA polymerase II transcription subunit 13
1243at4891	Complete	h1tg000004l_path	687271	683744	-	1123.3	823	https://www.orthodb.org/v10?query=1243at4891	Condensin complex subunit 1
1266at4891	Complete	h1tg000011l_path	73828	70616	-	1113.3	793	https://www.orthodb.org/v10?query=1266at4891	NAD-specific glutamate dehydrogenase
1283at4891	Fragmented	h1tg000011l_path	739963	737036	-	576.2	558	https://www.orthodb.org/v10?query=1283at4891	Protein dopey
1299at4891	Fragmented	h1tg000013l_path	933299	935851	+	1151.8	711	https://www.orthodb.org/v10?query=1299at4891	Exportin-1
1312at4891	Complete	h1tg000014l_path	302815	299126	-	1065.0	869	https://www.orthodb.org/v10?query=1312at4891	Structural maintenance of chromosomes protein
1341at4891	Complete	h1tg000002l_path	261662	258630	-	750.1	607	https://www.orthodb.org/v10?query=1341at4891	KEN domain
1344at4891	Complete	h1tg000013l_path	334636	331307	-	471.0	477	https://www.orthodb.org/v10?query=1344at4891	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
1372at4891	Complete	h1tg000013l_path	662561	666007	+	1100.8	812	https://www.orthodb.org/v10?query=1372at4891	Nrap protein
1378at4891	Complete	h1tg000005l_path	317382	321622	+	1325.3	812	https://www.orthodb.org/v10?query=1378at4891	Paired amphipathic helix
1391at4891	Complete	h1tg000006l_path	903006	907604	+	1815.1	1138	https://www.orthodb.org/v10?query=1391at4891	Glycogen debranching enzyme
1392at4891	Complete	h1tg000016l_path	874068	877730	+	810.1	609	https://www.orthodb.org/v10?query=1392at4891	Ubiquitin carboxyl-terminal hydrolase 7, ICP0-binding domain
1425at4891	Complete	h1tg000004l_path	862817	866845	+	844.5	646	https://www.orthodb.org/v10?query=1425at4891	Dbl homology (DH) domain
1426at4891	Complete	h1tg000012l_path	213418	216504	+	922.5	640	https://www.orthodb.org/v10?query=1426at4891	Ferredoxin reductase-type FAD-binding domain
1452at4891	Complete	h1tg000016l_path	158186	153269	-	1276.7	821	https://www.orthodb.org/v10?query=1452at4891	Lysophospholipase NTE1
1483at4891	Complete	h1tg000015l_path	269647	266774	-	523.9	537	https://www.orthodb.org/v10?query=1483at4891	Ras GTPase-activating domain
1491at4891	Complete	h1tg000013l_path	672605	675705	+	1656.0	864	https://www.orthodb.org/v10?query=1491at4891	Aminoacyl-tRNA synthetase, class Ia
1495at4891	Complete	h1tg000011l_path	107158	110967	+	717.3	662	https://www.orthodb.org/v10?query=1495at4891	WD40-repeat-containing domain
1497at4891	Complete	h1tg000014l_path	373672	368624	-	918.7	1074	https://www.orthodb.org/v10?query=1497at4891	Nucleoporin Nup186/Nup192/Nup205
1521at4891	Complete	h1tg000005l_path	136179	133072	-	920.0	764	https://www.orthodb.org/v10?query=1521at4891	Peptidase M16, C-terminal
1523at4891	Complete	h1tg000013l_path	486168	489594	+	1156.0	743	https://www.orthodb.org/v10?query=1523at4891	Calcium-transporting ATPase
1529at4891	Complete	h1tg000003l_path	261503	264952	+	1451.8	822	https://www.orthodb.org/v10?query=1529at4891	P-type ATPase
1547at4891	Complete	h1tg000009l_path	686787	690140	+	1093.9	732	https://www.orthodb.org/v10?query=1547at4891	Vacuolar cation-chloride cotransporter 1
1597at4891	Complete	h1tg000010l_path	139283	136187	-	1118.5	709	https://www.orthodb.org/v10?query=1597at4891	putative ATP-dependent permease
1609at4891	Complete	h1tg000017l_path	76570	71668	-	785.7	954	https://www.orthodb.org/v10?query=1609at4891	Mon2, C-terminal
1625at4891	Complete	h1tg000011l_path	1135814	1140348	+	1221.7	717	https://www.orthodb.org/v10?query=1625at4891	SNF2-related, N-terminal domain
1627at4891	Complete	h1tg000006l_path	246965	250231	+	1380.6	823	https://www.orthodb.org/v10?query=1627at4891	leucyl-tRNA synthetase
1633at4891	Complete	h1tg000011l_path	593892	596396	+	838.6	562	https://www.orthodb.org/v10?query=1633at4891	Trehalose-phosphatase
1642at4891	Complete	h1tg000015l_path	593130	596576	+	268.6	550	https://www.orthodb.org/v10?query=1642at4891	Nucleoporin, Nup133/Nup155-like, C-terminal
1653at4891	Complete	h1tg000013l_path	250274	252671	+	979.9	627	https://www.orthodb.org/v10?query=1653at4891	Coatomer subunit beta'
1655at4891	Complete	h1tg000004l_path	826523	823952	-	993.7	716	https://www.orthodb.org/v10?query=1655at4891	binding
1667at4891	Fragmented	h1tg000011l_path	1327685	1325407	-	560.0	528	https://www.orthodb.org/v10?query=1667at4891	Peptidase M16, C-terminal
1679at4891	Missing
1699at4891	Complete	h1tg000013l_path	190671	187805	-	1192.5	679	https://www.orthodb.org/v10?query=1699at4891	Calcium-transporting ATPase
1708at4891	Complete	h1tg000004l_path	80263	77363	-	823.7	648	https://www.orthodb.org/v10?query=1708at4891	GPI ethanolamine phosphate transferase 3
1760at4891	Complete	h1tg000004l_path	691624	693946	+	1004.4	592	https://www.orthodb.org/v10?query=1760at4891	DNA helicase
1774at4891	Complete	h1tg000013l_path	121101	118054	-	1198.2	666	https://www.orthodb.org/v10?query=1774at4891	DNA helicase
1803at4891	Complete	h1tg000013l_path	49758	52623	+	1054.6	739	https://www.orthodb.org/v10?query=1803at4891	Importin alpha re-exporter
1807at4891	Complete	h1tg000012l_path	150147	152624	+	609.3	583	https://www.orthodb.org/v10?query=1807at4891	Nuclear pore protein
1841at4891	Complete	h1tg000004l_path	279221	276222	-	333.0	504	https://www.orthodb.org/v10?query=1841at4891	Mediator of RNA polymerase II transcription subunit 14
1860at4891	Fragmented	h1tg000003l_path	83037	81302	-	811.9	390	https://www.orthodb.org/v10?query=1860at4891	Helicase, C-terminal
1865at4891	Complete	h1tg000014l_path	683131	678816	-	1559.3	917	https://www.orthodb.org/v10?query=1865at4891	Nitrite/Sulfite reductase ferredoxin-like domain
1875at4891	Complete	h1tg000016l_path	419792	415982	-	670.7	737	https://www.orthodb.org/v10?query=1875at4891	Armadillo-type fold
1906at4891	Complete	h1tg000013l_path	1043151	1040002	-	744.9	602	https://www.orthodb.org/v10?query=1906at4891	Transcription initiation factor TFIID subunit 1
1923at4891	Complete	h1tg000001l_path	526740	528988	+	1244.5	646	https://www.orthodb.org/v10?query=1923at4891	ATP-dependent helicase, C-terminal
1936at4891	Complete	h1tg000009l_path	311899	314772	+	1034.2	580	https://www.orthodb.org/v10?query=1936at4891	Chitin synthase
1947at4891	Fragmented	h1tg000015l_path	40556	42259	+	921.3	502	https://www.orthodb.org/v10?query=1947at4891	Ubiquitin-activating enzyme E1
1970at4891	Fragmented	h1tg000016l_path	518224	520245	+	333.4	289	https://www.orthodb.org/v10?query=1970at4891	MIF4G-like, type 1
1979at4891	Complete	h1tg000014l_path	247218	251645	+	602.3	410	https://www.orthodb.org/v10?query=1979at4891	Protein kinase domain
2008at4891	Complete	h1tg000008l_path	151060	147503	-	451.8	642	https://www.orthodb.org/v10?query=2008at4891	RNA polymerase III type 2 promoter sequence-specific DNA binding
2010at4891	Complete	h1tg000009l_path	177543	174943	-	1214.1	638	https://www.orthodb.org/v10?query=2010at4891	DNA helicase
2020at4891	Complete	h1tg000014l_path	343130	345610	+	1236.6	694	https://www.orthodb.org/v10?query=2020at4891	ATP-dependent RNA helicase DOB1
2040at4891	Complete	h1tg000011l_path	1287851	1283985	-	521.9	679	https://www.orthodb.org/v10?query=2040at4891	TRAPP II complex, Trs120
2048at4891	Complete	h1tg000016l_path	891277	888011	-	1138.9	880	https://www.orthodb.org/v10?query=2048at4891	Importin subunit beta-3
2052at4891	Complete	h1tg000014l_path	496297	493169	-	932.8	779	https://www.orthodb.org/v10?query=2052at4891	WD40/YVTN repeat-like-containing domain superfamily
2053at4891	Complete	h1tg000014l_path	58793	56427	-	1178.3	634	https://www.orthodb.org/v10?query=2053at4891	Aconitate hydratase, mitochondrial
2138at4891	Complete	h1tg000009l_path	216394	212663	-	581.0	456	https://www.orthodb.org/v10?query=2138at4891	Sla1
2161at4891	Complete	h1tg000016l_path	844680	847547	+	1038.5	695	https://www.orthodb.org/v10?query=2161at4891	Splicing factor 3B subunit 1
2166at4891	Complete	h1tg000001l_path	342225	339936	-	1286.8	679	https://www.orthodb.org/v10?query=2166at4891	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
2167at4891	Missing
2171at4891	Complete	h1tg000011l_path	22879	25857	+	711.9	592	https://www.orthodb.org/v10?query=2171at4891	Rho GTPase activation protein
2180at4891	Complete	h1tg000011l_path	940749	937849	-	1183.7	752	https://www.orthodb.org/v10?query=2180at4891	Coatomer subunit beta
2193at4891	Complete	h1tg000004l_path	88684	91395	+	1323.3	761	https://www.orthodb.org/v10?query=2193at4891	P-loop containing nucleoside triphosphate hydrolase protein
2203at4891	Complete	h1tg000005l_path	649724	652138	+	1067.5	619	https://www.orthodb.org/v10?query=2203at4891	Glutaminyl-tRNA synthetase
2212at4891	Fragmented	h1tg000009l_path	400117	398645	-	711.4	398	https://www.orthodb.org/v10?query=2212at4891	ATPase, AAA-type, conserved site
2307at4891	Complete	h1tg000004l_path	737492	735296	-	1340.1	660	https://www.orthodb.org/v10?query=2307at4891	Aconitate hydratase, mitochondrial
2368at4891	Complete	h1tg000004l_path	937253	934491	-	1002.8	696	https://www.orthodb.org/v10?query=2368at4891	WD40 repeat
2373at4891	Complete	h1tg000016l_path	270942	268831	-	664.4	417	https://www.orthodb.org/v10?query=2373at4891	Serine/threonine-protein kinase
2385at4891	Complete	h1tg000009l_path	181001	177894	-	880.4	590	https://www.orthodb.org/v10?query=2385at4891	Lon protease homolog, mitochondrial
2413at4891	Complete	h1tg000009l_path	383239	385995	+	530.0	404	https://www.orthodb.org/v10?query=2413at4891	SNF2-related, N-terminal domain
2421at4891	Complete	h1tg000014l_path	64073	67322	+	812.8	610	https://www.orthodb.org/v10?query=2421at4891	Ubiquitin carboxyl-terminal hydrolase 12
2432at4891	Complete	h1tg000006l_path	598070	600304	+	1142.6	621	https://www.orthodb.org/v10?query=2432at4891	DNA helicase
2446at4891	Complete	h1tg000017l_path	191282	196043	+	644.2	703	https://www.orthodb.org/v10?query=2446at4891	Autophagy-related protein 2
2456at4891	Complete	h1tg000008l_path	114851	118186	+	820.8	520	https://www.orthodb.org/v10?query=2456at4891	SNF2-related, N-terminal domain
2459at4891	Complete	h1tg000008l_path	143794	147398	+	574.1	836	https://www.orthodb.org/v10?query=2459at4891	WD40/YVTN repeat-like-containing domain superfamily
2471at4891	Complete	h1tg000017l_path	394644	397529	+	1226.3	780	https://www.orthodb.org/v10?query=2471at4891	Pro-apoptotic serine protease NMA111
2483at4891	Complete	h1tg000010l_path	68358	65965	-	996.3	578	https://www.orthodb.org/v10?query=2483at4891	Histidine biosynthesis trifunctional protein
2485at4891	Complete	h1tg000013l_path	196606	193913	-	1047.1	583	https://www.orthodb.org/v10?query=2485at4891	Putative SWI/SNF family member, DNA-dependent ATPase
2499at4891	Complete	h1tg000017l_path	48087	45376	-	1028.6	702	https://www.orthodb.org/v10?query=2499at4891	Tetratricopeptide repeat
2515at4891	Complete	h1tg000009l_path	273711	270966	-	714.8	632	https://www.orthodb.org/v10?query=2515at4891	binding
2531at4891	Complete	h1tg000016l_path	370192	367859	-	921.0	500	https://www.orthodb.org/v10?query=2531at4891	WD40-repeat-containing domain
2534at4891	Complete	h1tg000013l_path	1027454	1031584	+	960.8	600	https://www.orthodb.org/v10?query=2534at4891	ATPase, AAA-type, conserved site
2539at4891	Complete	h1tg000016l_path	894481	892046	-	565.9	518	https://www.orthodb.org/v10?query=2539at4891	Eukaryotic translation initiation factor 3 subunit C
2543at4891	Complete	h1tg000017l_path	206892	209807	+	376.1	518	https://www.orthodb.org/v10?query=2543at4891	Mediator of RNA polymerase II transcription subunit 16
2548at4891	Complete	h1tg000010l_path	207781	203656	-	816.6	765	https://www.orthodb.org/v10?query=2548at4891	Transcription initiation factor TFIID subunit 2
2549at4891	Complete	h1tg000002l_path	480683	476586	-	1332.8	846	https://www.orthodb.org/v10?query=2549at4891	WD40 repeat
2564at4891	Complete	h1tg000006l_path	507360	510707	+	792.6	665	https://www.orthodb.org/v10?query=2564at4891	RuvA domain 2-like
2565at4891	Complete	h1tg000009l_path	403981	401297	-	644.7	477	https://www.orthodb.org/v10?query=2565at4891	Bromodomain
2568at4891	Complete	h1tg000011l_path	709508	712629	+	824.0	621	https://www.orthodb.org/v10?query=2568at4891	WD40-repeat-containing domain
2611at4891	Complete	h1tg000013l_path	973775	970833	-	1328.0	728	https://www.orthodb.org/v10?query=2611at4891	ATP-dependent 6-phosphofructokinase
2618at4891	Duplicated	h1tg000016l_path	486389	490069	+	1550.3	854	https://www.orthodb.org/v10?query=2618at4891	Myosin-1
2618at4891	Duplicated	h1tg000015l_path	200223	196408	-	1507.9	852	https://www.orthodb.org/v10?query=2618at4891	Myosin-1
2630at4891	Complete	h1tg000009l_path	436936	441291	+	891.4	836	https://www.orthodb.org/v10?query=2630at4891	WD40-repeat-containing domain
2640at4891	Complete	h1tg000009l_path	467234	469603	+	1007.2	538	https://www.orthodb.org/v10?query=2640at4891	Zinc finger, RING-type
2706at4891	Complete	h1tg000004l_path	893683	896075	+	647.5	501	https://www.orthodb.org/v10?query=2706at4891	Vacuole morphology and inheritance protein 14
2716at4891	Complete	h1tg000004l_path	699563	697227	-	880.3	523	https://www.orthodb.org/v10?query=2716at4891	Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term
2724at4891	Fragmented	h1tg000003l_path	213251	214639	+	890.5	428	https://www.orthodb.org/v10?query=2724at4891	Threonyl-tRNA synthetase
2754at4891	Complete	h1tg000005l_path	1018054	1015913	-	653.6	541	https://www.orthodb.org/v10?query=2754at4891	Eukaryotic translation initiation factor 3 subunit B
2784at4891	Complete	h1tg000013l_path	448696	446579	-	1131.0	586	https://www.orthodb.org/v10?query=2784at4891	Tryptophan synthase
2793at4891	Complete	h1tg000013l_path	446202	443809	-	746.8	558	https://www.orthodb.org/v10?query=2793at4891	Glycosyl hydrolase family 63, N-terminal
2825at4891	Complete	h1tg000004l_path	274694	272463	-	1121.9	600	https://www.orthodb.org/v10?query=2825at4891	Elongation factor G, mitochondrial
2851at4891	Fragmented	h1tg000004l_path	582171	580258	-	644.3	474	https://www.orthodb.org/v10?query=2851at4891	WD40-repeat-containing domain
2862at4891	Complete	h1tg000011l_path	238581	236077	-	1392.6	684	https://www.orthodb.org/v10?query=2862at4891	ATPase, AAA-type, conserved site
2893at4891	Complete	h1tg000005l_path	861764	866107	+	1208.1	827	https://www.orthodb.org/v10?query=2893at4891	Cation-transporting ATPase
2898at4891	Fragmented	h1tg000001l_path	296143	298071	+	759.5	490	https://www.orthodb.org/v10?query=2898at4891	N-acetyl-gamma-glutamyl-phosphate reductase, active site
2905at4891	Complete	h1tg000017l_path	122903	126316	+	390.0	439	https://www.orthodb.org/v10?query=2905at4891	Topoisomerase 1-associated factor 1
2915at4891	Complete	h1tg000005l_path	950519	954294	+	616.6	873	https://www.orthodb.org/v10?query=2915at4891	UDP-glucose:Glycoprotein Glucosyltransferase
2926at4891	Complete	h1tg000014l_path	231363	233711	+	765.8	596	https://www.orthodb.org/v10?query=2926at4891	Ribosome-releasing factor 2, mitochondrial
2971at4891	Complete	h1tg000011l_path	974191	971759	-	1096.3	621	https://www.orthodb.org/v10?query=2971at4891	ClpA/B, conserved site 1
2976at4891	Complete	h1tg000013l_path	452600	454285	+	939.3	500	https://www.orthodb.org/v10?query=2976at4891	Glycosyltransferase family 66 protein
2990at4891	Complete	h1tg000013l_path	266023	261908	-	427.1	564	https://www.orthodb.org/v10?query=2990at4891	Zinc finger, PHD-type
2994at4891	Complete	h1tg000011l_path	1117013	1119739	+	749.9	642	https://www.orthodb.org/v10?query=2994at4891	Condensin complex subunit 3
