# BUSCO version is: 5.8.0 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
662at4891	Complete	h2tg000008l_path	46388	40775	-	615.3	915	https://www.orthodb.org/v10?query=662at4891	Armadillo-type fold
665at4891	Complete	h2tg000004l_path	198179	194583	-	1622.3	983	https://www.orthodb.org/v10?query=665at4891	Coatomer subunit alpha
676at4891	Complete	h2tg000012l_path	90198	93659	+	1567.1	914	https://www.orthodb.org/v10?query=676at4891	P-type ATPase
692at4891	Fragmented	h2tg000010l_path	730705	726263	-	968.0	995	https://www.orthodb.org/v10?query=692at4891	nucleic acid-binding protein
693at4891	Duplicated	h2tg000011l_path	684380	680436	-	1022.1	844	https://www.orthodb.org/v10?query=693at4891	MAP kinase kinase kinase
693at4891	Duplicated	h2tg000003l_path	246216	242407	-	981.7	842	https://www.orthodb.org/v10?query=693at4891	MAP kinase kinase kinase
695at4891	Complete	h2tg000008l_path	632083	628733	-	1649.3	889	https://www.orthodb.org/v10?query=695at4891	Carbamoyl-phosphate synthase arginine-specific large chain
707at4891	Complete	h2tg000006l_path	687016	682125	-	261.1	273	https://www.orthodb.org/v10?query=707at4891	Separin
721at4891	Complete	h2tg000005l_path	58760	62812	+	1175.1	805	https://www.orthodb.org/v10?query=721at4891	DNA-directed RNA polymerase
722at4891	Complete	h2tg000016l_path	500402	495463	-	936.4	948	https://www.orthodb.org/v10?query=722at4891	Acetyl-CoA synthetase-like protein
730at4891	Complete	h2tg000004l_path	276979	280267	+	1350.8	815	https://www.orthodb.org/v10?query=730at4891	DNA polymerase
746at4891	Fragmented	h2tg000015l_path	937704	939572	+	725.4	396	https://www.orthodb.org/v10?query=746at4891	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
751at4891	Complete	h2tg000002l_path	84252	81035	-	1643.6	923	https://www.orthodb.org/v10?query=751at4891	Aminoacyl-tRNA synthetase, class Ia
811at4891	Complete	h2tg000016l_path	941394	938146	-	1198.3	753	https://www.orthodb.org/v10?query=811at4891	DNA polymerase gamma
845at4891	Complete	h2tg000015l_path	892953	888958	-	1330.7	996	https://www.orthodb.org/v10?query=845at4891	Elongator complex protein 1
863at4891	Complete	h2tg000014l_path	122684	125722	+	1619.0	851	https://www.orthodb.org/v10?query=863at4891	2-oxoglutarate dehydrogenase E1 component
869at4891	Complete	h2tg000007l_path	121824	125404	+	1454.2	800	https://www.orthodb.org/v10?query=869at4891	ABC transporter, conserved site
960at4891	Duplicated	h2tg000015l_path	636967	640098	+	1707.1	889	https://www.orthodb.org/v10?query=960at4891	Elongation factor 3
960at4891	Duplicated	h2tg000011l_path	606058	609189	+	1723.0	888	https://www.orthodb.org/v10?query=960at4891	Elongation factor 3
962at4891	Complete	h2tg000016l_path	947002	944332	-	1236.8	747	https://www.orthodb.org/v10?query=962at4891	Alanine--tRNA ligase
982at4891	Complete	h2tg000010l_path	637239	640213	+	1221.2	739	https://www.orthodb.org/v10?query=982at4891	Glycine cleavage system P protein
986at4891	Missing
1006at4891	Missing
1011at4891	Complete	h2tg000011l_path	457577	461818	+	1611.3	951	https://www.orthodb.org/v10?query=1011at4891	DNA topoisomerase 2
1037at4891	Complete	h2tg000011l_path	430590	434357	+	1309.1	891	https://www.orthodb.org/v10?query=1037at4891	DNA polymerase
1038at4891	Complete	h2tg000016l_path	556416	552865	-	612.3	621	https://www.orthodb.org/v10?query=1038at4891	Ubiquitin specific protease, conserved site
1088at4891	Complete	h2tg000004l_path	1039938	1042949	+	1165.4	774	https://www.orthodb.org/v10?query=1088at4891	P-loop containing nucleoside triphosphate hydrolase protein
1099at4891	Complete	h2tg000006l_path	210808	214026	+	1013.2	725	https://www.orthodb.org/v10?query=1099at4891	Alpha-mannosidase
1120at4891	Complete	h2tg000007l_path	143210	139665	-	1191.7	714	https://www.orthodb.org/v10?query=1120at4891	Ribosome biogenesis protein BMS1
1180at4891	Missing
1186at4891	Missing
1220at4891	Complete	h2tg000004l_path	1030071	1025121	-	1367.8	1052	https://www.orthodb.org/v10?query=1220at4891	Serine/threonine-protein kinase
1221at4891	Complete	h2tg000006l_path	99038	102118	+	1053.9	734	https://www.orthodb.org/v10?query=1221at4891	FACT complex subunit SPT16
1226at4891	Complete	h2tg000012l_path	382001	378672	-	1245.0	938	https://www.orthodb.org/v10?query=1226at4891	binding
1228at4891	Fragmented	h2tg000003l_path	184239	185987	+	660.9	400	https://www.orthodb.org/v10?query=1228at4891	WD40-repeat-containing domain
1240at4891	Complete	h2tg000004l_path	1350762	1346563	-	420.6	593	https://www.orthodb.org/v10?query=1240at4891	Mediator of RNA polymerase II transcription subunit 13
1243at4891	Complete	h2tg000015l_path	686744	683858	-	948.9	672	https://www.orthodb.org/v10?query=1243at4891	Condensin complex subunit 1
1266at4891	Complete	h2tg000004l_path	73871	70644	-	1116.9	793	https://www.orthodb.org/v10?query=1266at4891	NAD-specific glutamate dehydrogenase
1283at4891	Complete	h2tg000004l_path	739998	734905	-	762.0	959	https://www.orthodb.org/v10?query=1283at4891	Protein dopey
1299at4891	Fragmented	h2tg000006l_path	933554	935299	+	886.7	514	https://www.orthodb.org/v10?query=1299at4891	Exportin-1
1312at4891	Complete	h2tg000005l_path	220012	216508	-	284.1	855	https://www.orthodb.org/v10?query=1312at4891	Structural maintenance of chromosomes protein
1341at4891	Complete	h2tg000013l_path	261278	258246	-	752.1	606	https://www.orthodb.org/v10?query=1341at4891	KEN domain
1344at4891	Complete	h2tg000006l_path	334829	331497	-	483.5	475	https://www.orthodb.org/v10?query=1344at4891	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
1372at4891	Complete	h2tg000006l_path	661959	665657	+	1116.1	874	https://www.orthodb.org/v10?query=1372at4891	Nrap protein
1378at4891	Complete	h2tg000016l_path	315015	319257	+	1323.6	812	https://www.orthodb.org/v10?query=1378at4891	Paired amphipathic helix
1391at4891	Missing
1392at4891	Complete	h2tg000010l_path	872982	876678	+	812.1	612	https://www.orthodb.org/v10?query=1392at4891	Ubiquitin carboxyl-terminal hydrolase 7, ICP0-binding domain
1425at4891	Complete	h2tg000015l_path	862838	866866	+	835.9	646	https://www.orthodb.org/v10?query=1425at4891	Dbl homology (DH) domain
1426at4891	Complete	h2tg000005l_path	213237	216321	+	928.8	644	https://www.orthodb.org/v10?query=1426at4891	Ferredoxin reductase-type FAD-binding domain
1452at4891	Complete	h2tg000010l_path	158197	153279	-	1282.9	832	https://www.orthodb.org/v10?query=1452at4891	Lysophospholipase NTE1
1483at4891	Complete	h2tg000009l_path	269522	266277	-	514.2	534	https://www.orthodb.org/v10?query=1483at4891	Ras GTPase-activating domain
1491at4891	Complete	h2tg000006l_path	671902	675054	+	1594.3	864	https://www.orthodb.org/v10?query=1491at4891	Aminoacyl-tRNA synthetase, class Ia
1495at4891	Complete	h2tg000004l_path	107213	111023	+	690.0	607	https://www.orthodb.org/v10?query=1495at4891	WD40-repeat-containing domain
1497at4891	Complete	h2tg000008l_path	373119	368751	-	686.2	893	https://www.orthodb.org/v10?query=1497at4891	Nucleoporin Nup186/Nup192/Nup205
1521at4891	Complete	h2tg000016l_path	133399	130618	-	699.1	656	https://www.orthodb.org/v10?query=1521at4891	Peptidase M16, C-terminal
1523at4891	Complete	h2tg000006l_path	485550	488975	+	1151.7	743	https://www.orthodb.org/v10?query=1523at4891	Calcium-transporting ATPase
1529at4891	Fragmented	h2tg000014l_path	261519	263867	+	857.2	504	https://www.orthodb.org/v10?query=1529at4891	P-type ATPase
1547at4891	Complete	h2tg000002l_path	687036	690390	+	1105.7	732	https://www.orthodb.org/v10?query=1547at4891	Vacuolar cation-chloride cotransporter 1
1597at4891	Complete	h2tg000003l_path	136869	133759	-	1134.9	710	https://www.orthodb.org/v10?query=1597at4891	putative ATP-dependent permease
1609at4891	Complete	h2tg000011l_path	76574	71670	-	789.0	966	https://www.orthodb.org/v10?query=1609at4891	Mon2, C-terminal
1625at4891	Complete	h2tg000004l_path	1135988	1140523	+	1234.0	717	https://www.orthodb.org/v10?query=1625at4891	SNF2-related, N-terminal domain
1627at4891	Missing
1633at4891	Complete	h2tg000004l_path	593934	596585	+	842.3	566	https://www.orthodb.org/v10?query=1633at4891	Trehalose-phosphatase
1642at4891	Complete	h2tg000009l_path	592958	596404	+	270.3	536	https://www.orthodb.org/v10?query=1642at4891	Nucleoporin, Nup133/Nup155-like, C-terminal
1653at4891	Fragmented	h2tg000006l_path	250883	252932	+	667.9	493	https://www.orthodb.org/v10?query=1653at4891	Coatomer subunit beta'
1655at4891	Complete	h2tg000015l_path	826509	823921	-	989.2	716	https://www.orthodb.org/v10?query=1655at4891	binding
1667at4891	Complete	h2tg000004l_path	1329292	1326326	-	990.8	735	https://www.orthodb.org/v10?query=1667at4891	Peptidase M16, C-terminal
1679at4891	Complete	h2tg000015l_path	919123	915262	-	1238.6	718	https://www.orthodb.org/v10?query=1679at4891	ATP-dependent RNA helicase Ski2, C-terminal
1699at4891	Complete	h2tg000006l_path	190842	187993	-	1190.0	678	https://www.orthodb.org/v10?query=1699at4891	Calcium-transporting ATPase
1708at4891	Complete	h2tg000015l_path	80208	77158	-	885.1	694	https://www.orthodb.org/v10?query=1708at4891	GPI ethanolamine phosphate transferase 3
1760at4891	Complete	h2tg000015l_path	691751	694075	+	1008.9	592	https://www.orthodb.org/v10?query=1760at4891	DNA helicase
1774at4891	Complete	h2tg000006l_path	120976	117929	-	1204.9	665	https://www.orthodb.org/v10?query=1774at4891	DNA helicase
1803at4891	Complete	h2tg000006l_path	49640	52507	+	1058.2	739	https://www.orthodb.org/v10?query=1803at4891	Importin alpha re-exporter
1807at4891	Complete	h2tg000005l_path	150058	152529	+	613.8	583	https://www.orthodb.org/v10?query=1807at4891	Nuclear pore protein
1841at4891	Complete	h2tg000015l_path	278414	275415	-	335.0	525	https://www.orthodb.org/v10?query=1841at4891	Mediator of RNA polymerase II transcription subunit 14
1860at4891	Complete	h2tg000014l_path	83041	80513	-	1286.7	594	https://www.orthodb.org/v10?query=1860at4891	Helicase, C-terminal
1865at4891	Complete	h2tg000008l_path	680911	678087	-	1478.8	847	https://www.orthodb.org/v10?query=1865at4891	Nitrite/Sulfite reductase ferredoxin-like domain
1875at4891	Complete	h2tg000010l_path	419754	416573	-	582.7	705	https://www.orthodb.org/v10?query=1875at4891	Armadillo-type fold
1906at4891	Complete	h2tg000006l_path	1042665	1039772	-	681.4	564	https://www.orthodb.org/v10?query=1906at4891	Transcription initiation factor TFIID subunit 1
1923at4891	Complete	h2tg000012l_path	526945	528786	+	1032.4	541	https://www.orthodb.org/v10?query=1923at4891	ATP-dependent helicase, C-terminal
1936at4891	Complete	h2tg000011l_path	277570	279798	+	606.4	562	https://www.orthodb.org/v10?query=1936at4891	Chitin synthase
1947at4891	Complete	h2tg000009l_path	39267	42313	+	1452.4	847	https://www.orthodb.org/v10?query=1947at4891	Ubiquitin-activating enzyme E1
1970at4891	Complete	h2tg000010l_path	517758	520304	+	435.6	408	https://www.orthodb.org/v10?query=1970at4891	MIF4G-like, type 1
1979at4891	Complete	h2tg000008l_path	247688	251018	+	600.8	410	https://www.orthodb.org/v10?query=1979at4891	Protein kinase domain
2008at4891	Complete	h2tg000001l_path	150953	147560	-	430.4	576	https://www.orthodb.org/v10?query=2008at4891	RNA polymerase III type 2 promoter sequence-specific DNA binding
2010at4891	Complete	h2tg000002l_path	177498	174898	-	1222.4	638	https://www.orthodb.org/v10?query=2010at4891	DNA helicase
2020at4891	Complete	h2tg000008l_path	341861	345079	+	1531.3	837	https://www.orthodb.org/v10?query=2020at4891	ATP-dependent RNA helicase DOB1
2040at4891	Complete	h2tg000004l_path	1288432	1284905	-	491.9	610	https://www.orthodb.org/v10?query=2040at4891	TRAPP II complex, Trs120
2048at4891	Complete	h2tg000010l_path	889835	886953	-	1066.2	787	https://www.orthodb.org/v10?query=2048at4891	Importin subunit beta-3
2052at4891	Fragmented	h2tg000008l_path	495809	493044	-	728.3	665	https://www.orthodb.org/v10?query=2052at4891	WD40/YVTN repeat-like-containing domain superfamily
2053at4891	Complete	h2tg000008l_path	58135	55769	-	1163.1	634	https://www.orthodb.org/v10?query=2053at4891	Aconitate hydratase, mitochondrial
2138at4891	Complete	h2tg000002l_path	216322	213752	-	564.5	430	https://www.orthodb.org/v10?query=2138at4891	Sla1
2161at4891	Complete	h2tg000010l_path	843616	846483	+	1034.5	695	https://www.orthodb.org/v10?query=2161at4891	Splicing factor 3B subunit 1
2166at4891	Complete	h2tg000012l_path	342059	339765	-	1263.2	679	https://www.orthodb.org/v10?query=2166at4891	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
2167at4891	Complete	h2tg000010l_path	674368	671491	-	1350.4	729	https://www.orthodb.org/v10?query=2167at4891	ATP-dependent 6-phosphofructokinase
2171at4891	Complete	h2tg000004l_path	22882	25860	+	716.7	612	https://www.orthodb.org/v10?query=2171at4891	Rho GTPase activation protein
2180at4891	Complete	h2tg000004l_path	940821	937921	-	1178.7	771	https://www.orthodb.org/v10?query=2180at4891	Coatomer subunit beta
2193at4891	Complete	h2tg000015l_path	88626	91334	+	1329.0	761	https://www.orthodb.org/v10?query=2193at4891	P-loop containing nucleoside triphosphate hydrolase protein
2203at4891	Complete	h2tg000016l_path	647633	649651	+	1047.6	580	https://www.orthodb.org/v10?query=2203at4891	Glutaminyl-tRNA synthetase
2212at4891	Complete	h2tg000002l_path	400906	398636	-	922.7	567	https://www.orthodb.org/v10?query=2212at4891	ATPase, AAA-type, conserved site
2307at4891	Complete	h2tg000015l_path	737700	735418	-	1343.1	665	https://www.orthodb.org/v10?query=2307at4891	Aconitate hydratase, mitochondrial
2368at4891	Complete	h2tg000015l_path	937324	934522	-	1000.8	707	https://www.orthodb.org/v10?query=2368at4891	WD40 repeat
2373at4891	Complete	h2tg000010l_path	271119	269008	-	668.6	417	https://www.orthodb.org/v10?query=2373at4891	Serine/threonine-protein kinase
2385at4891	Complete	h2tg000002l_path	180832	177849	-	1038.0	688	https://www.orthodb.org/v10?query=2385at4891	Lon protease homolog, mitochondrial
2413at4891	Complete	h2tg000002l_path	383222	385981	+	519.4	402	https://www.orthodb.org/v10?query=2413at4891	SNF2-related, N-terminal domain
2421at4891	Complete	h2tg000008l_path	63422	66811	+	822.4	694	https://www.orthodb.org/v10?query=2421at4891	Ubiquitin carboxyl-terminal hydrolase 12
2432at4891	Missing
2446at4891	Complete	h2tg000011l_path	191268	196028	+	650.8	738	https://www.orthodb.org/v10?query=2446at4891	Autophagy-related protein 2
2456at4891	Complete	h2tg000001l_path	114912	118244	+	817.4	520	https://www.orthodb.org/v10?query=2456at4891	SNF2-related, N-terminal domain
2459at4891	Complete	h2tg000001l_path	143847	147452	+	575.3	839	https://www.orthodb.org/v10?query=2459at4891	WD40/YVTN repeat-like-containing domain superfamily
2471at4891	Complete	h2tg000011l_path	394613	397495	+	1226.1	780	https://www.orthodb.org/v10?query=2471at4891	Pro-apoptotic serine protease NMA111
2483at4891	Complete	h2tg000003l_path	68289	65946	-	996.7	579	https://www.orthodb.org/v10?query=2483at4891	Histidine biosynthesis trifunctional protein
2485at4891	Complete	h2tg000006l_path	196471	194084	-	1048.8	585	https://www.orthodb.org/v10?query=2485at4891	Putative SWI/SNF family member, DNA-dependent ATPase
2499at4891	Complete	h2tg000011l_path	48012	45454	-	932.9	651	https://www.orthodb.org/v10?query=2499at4891	Tetratricopeptide repeat
2515at4891	Complete	h2tg000002l_path	273642	270889	-	705.0	632	https://www.orthodb.org/v10?query=2515at4891	binding
2531at4891	Complete	h2tg000010l_path	370186	367985	-	920.0	500	https://www.orthodb.org/v10?query=2531at4891	WD40-repeat-containing domain
2534at4891	Complete	h2tg000006l_path	1026974	1031104	+	944.7	604	https://www.orthodb.org/v10?query=2534at4891	ATPase, AAA-type, conserved site
2539at4891	Complete	h2tg000010l_path	893421	890982	-	564.7	520	https://www.orthodb.org/v10?query=2539at4891	Eukaryotic translation initiation factor 3 subunit C
2543at4891	Complete	h2tg000011l_path	206876	209217	+	319.1	452	https://www.orthodb.org/v10?query=2543at4891	Mediator of RNA polymerase II transcription subunit 16
2548at4891	Complete	h2tg000003l_path	205193	201447	-	795.6	699	https://www.orthodb.org/v10?query=2548at4891	Transcription initiation factor TFIID subunit 2
2549at4891	Complete	h2tg000013l_path	480666	476005	-	1497.7	966	https://www.orthodb.org/v10?query=2549at4891	WD40 repeat
2564at4891	Missing
2565at4891	Complete	h2tg000002l_path	405258	401287	-	740.8	592	https://www.orthodb.org/v10?query=2565at4891	Bromodomain
2568at4891	Complete	h2tg000004l_path	709556	712983	+	865.7	674	https://www.orthodb.org/v10?query=2568at4891	WD40-repeat-containing domain
2611at4891	Complete	h2tg000006l_path	973274	970332	-	1341.4	728	https://www.orthodb.org/v10?query=2611at4891	ATP-dependent 6-phosphofructokinase
2618at4891	Duplicated	h2tg000010l_path	486457	490113	+	1530.8	854	https://www.orthodb.org/v10?query=2618at4891	Myosin-1
2618at4891	Duplicated	h2tg000009l_path	200243	196885	-	1482.1	813	https://www.orthodb.org/v10?query=2618at4891	Myosin-1
2630at4891	Fragmented	h2tg000002l_path	437672	441313	+	512.1	630	https://www.orthodb.org/v10?query=2630at4891	WD40-repeat-containing domain
2640at4891	Complete	h2tg000002l_path	467729	469633	+	1007.6	536	https://www.orthodb.org/v10?query=2640at4891	Zinc finger, RING-type
2706at4891	Complete	h2tg000015l_path	893738	896125	+	649.9	501	https://www.orthodb.org/v10?query=2706at4891	Vacuole morphology and inheritance protein 14
2716at4891	Complete	h2tg000015l_path	699686	697350	-	879.8	523	https://www.orthodb.org/v10?query=2716at4891	Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term
2724at4891	Complete	h2tg000014l_path	212544	214727	+	1160.3	590	https://www.orthodb.org/v10?query=2724at4891	Threonyl-tRNA synthetase
2754at4891	Complete	h2tg000016l_path	1015548	1013407	-	649.7	541	https://www.orthodb.org/v10?query=2754at4891	Eukaryotic translation initiation factor 3 subunit B
2784at4891	Complete	h2tg000006l_path	448868	446751	-	1125.8	586	https://www.orthodb.org/v10?query=2784at4891	Tryptophan synthase
2793at4891	Complete	h2tg000006l_path	446372	443979	-	744.3	584	https://www.orthodb.org/v10?query=2793at4891	Glycosyl hydrolase family 63, N-terminal
2825at4891	Complete	h2tg000015l_path	273886	271655	-	1127.4	600	https://www.orthodb.org/v10?query=2825at4891	Elongation factor G, mitochondrial
2851at4891	Complete	h2tg000015l_path	581935	579488	-	820.6	602	https://www.orthodb.org/v10?query=2851at4891	WD40-repeat-containing domain
2862at4891	Missing
2893at4891	Complete	h2tg000016l_path	859383	863678	+	1213.3	827	https://www.orthodb.org/v10?query=2893at4891	Cation-transporting ATPase
2898at4891	Complete	h2tg000012l_path	295296	297881	+	1070.4	638	https://www.orthodb.org/v10?query=2898at4891	N-acetyl-gamma-glutamyl-phosphate reductase, active site
2905at4891	Complete	h2tg000011l_path	122911	125421	+	385.5	475	https://www.orthodb.org/v10?query=2905at4891	Topoisomerase 1-associated factor 1
2915at4891	Complete	h2tg000016l_path	947902	951828	+	666.8	901	https://www.orthodb.org/v10?query=2915at4891	UDP-glucose:Glycoprotein Glucosyltransferase
2926at4891	Complete	h2tg000008l_path	230701	233080	+	760.0	596	https://www.orthodb.org/v10?query=2926at4891	Ribosome-releasing factor 2, mitochondrial
2971at4891	Complete	h2tg000004l_path	974260	972197	-	973.0	528	https://www.orthodb.org/v10?query=2971at4891	ClpA/B, conserved site 1
2976at4891	Fragmented	h2tg000006l_path	452740	454853	+	801.3	431	https://www.orthodb.org/v10?query=2976at4891	Glycosyltransferase family 66 protein
2990at4891	Complete	h2tg000006l_path	266215	262100	-	433.0	564	https://www.orthodb.org/v10?query=2990at4891	Zinc finger, PHD-type
2994at4891	Complete	h2tg000004l_path	1117177	1119961	+	754.3	637	https://www.orthodb.org/v10?query=2994at4891	Condensin complex subunit 3
3032at4891	Complete	h2tg000013l_path	239093	241273	+	970.5	586	https://www.orthodb.org/v10?query=3032at4891	Terpene cyclase/mutase family member
3044at4891	Complete	h2tg000006l_path	874609	871846	-	372.7	373	https://www.orthodb.org/v10?query=3044at4891	Mad3/Bub1 homology region 1
3049at4891	Complete	h2tg000002l_path	625781	628315	+	1009.1	604	https://www.orthodb.org/v10?query=3049at4891	DNA replication licensing factor MCM7
3050at4891	Complete	h2tg000006l_path	1021301	1016581	-	1090.8	566	https://www.orthodb.org/v10?query=3050at4891	Methionyl-tRNA synthetase
3060at4891	Complete	h2tg000015l_path	399805	402633	+	1112.8	763	https://www.orthodb.org/v10?query=3060at4891	WD40 repeat
3088at4891	Complete	h2tg000013l_path	246183	248324	+	1125.8	589	https://www.orthodb.org/v10?query=3088at4891	Glutamine-dependent NAD(+) synthetase
3096at4891	Missing
3141at4891	Complete	h2tg000010l_path	248039	250408	+	642.6	536	https://www.orthodb.org/v10?query=3141at4891	Transcription elongation factor SPT5
3174at4891	Complete	h2tg000010l_path	178217	174278	-	516.1	697	https://www.orthodb.org/v10?query=3174at4891	WD40/YVTN repeat-like-containing domain superfamily
3190at4891	Complete	h2tg000008l_path	512974	509606	-	219.2	418	https://www.orthodb.org/v10?query=3190at4891	Nucleolar 27S pre-rRNA processing, Urb2/Npa2, C-terminal
3223at4891	Missing
